id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
1362	Mozambique	Geography	100198	1	MZ	NULL	NULL	Mozambique	Geopolitical Unit	G:2B	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:V\\Africa\\G:I\\East Africa\\G:2B\\Mozambique|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:2B\\Mozambique|M:DQ\\Country Grouping\\G:BB\\OIC\\G:2B\\Mozambique|M:A9\\Country\\G:2B\\Mozambique
1363	Toilet Tissue	Industry	201238	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:19	B:107\\Food &amp; Beverages (TRBC)
1364	Toll Free Services	Industry	201239	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:45:19	B:177\\Telecommunications Services (TRBC)
1365	Tools	Industry	201240	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:45:19	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
1366	Tour Operators	Industry	201241	0	STAY	NULL	NULL	Hotels / Motels / Cruise Lines	Business Sectors (RBSS)	B:88	NULL	2010-04-24 15:45:19	B:88\\Hotels, Motels &amp; Cruise Lines (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1367	Media	Industry	201242	1	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1368	Software - Transaction Processing	Industry	201243	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:19	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
1369	Transmission Equipment	Industry	201244	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:19	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
1370	Transmissions	Industry	201245	0	PART	NULL	NULL	Auto / Truck / Motorcycle Parts	Business Sectors (RBSS)	B:73	NULL	2010-04-24 15:45:19	B:73\\Auto, Truck &amp; Motorcycle Parts (TRBC)\\B:71\\Automobiles &amp; Auto Parts (TRBC)
1371	Transplantation	Industry	201246	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:19	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
1372	Transportation	Industry	201247	1	TRAN	NULL	NULL	Transportation	Business Sectors (RBSS)	B:56	NULL	2010-04-24 15:45:19	B:56\\Transportation (TRBC)
1373	Transportation Construction	Industry	201248	0	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:45:19	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
1374	I.T. Services - Transportation	Industry	201249	0	ITSE	NULL	NULL	IT Services / Consulting	Business Sectors (RBSS)	B:173	NULL	2010-04-24 15:45:19	B:173\\IT Services &amp; Consulting (TRBC)\\B:161\\Technology (TRBC)
1375	Software - Transportation	Industry	201250	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:19	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
1376	Travel & Tourism	Industry	201251	1	TOUR	NULL	NULL	Tourism / Travel	Miscellaneous	M:24	NULL	2010-04-24 15:45:19	M:24\\Tourism / Travel
1377	Travel Agents	Industry	201252	0	ENTS	NULL	NULL	Hotels / Entertainment Services	Business Sectors (RBSS)	B:87	NULL	2010-04-24 15:45:19	B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1378	Trucking	Industry	201253	1	TRAN	NULL	NULL	Transportation	Business Sectors (RBSS)	B:56	NULL	2010-04-24 15:45:19	B:56\\Transportation (TRBC)
1379	Trucks	Industry	201254	0	AUTO	NULL	NULL	Automobiles / Auto Parts	Business Sectors (RBSS)	B:71	NULL	2010-04-24 15:45:19	B:71\\Automobiles &amp; Auto Parts (TRBC)
1380	Tuberculosis	Subject	201255	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:45:19	M:P\\Health / Medicine
1381	Myanmar	Geography	100199	1	MM	NULL	NULL	Myanmar	Geopolitical Unit	G:72	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:T\\Southeast Asia\\G:72\\Myanmar|M:DQ\\Country Grouping\\G:2EK\\ASEAN\\G:72\\Myanmar|M:A9\\Country\\G:72\\Myanmar
1382	TV	Industry	201256	1	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1383	Namibia	Geography	100200	1	NA	NULL	NULL	Namibia	Geopolitical Unit	G:6Q	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:V\\Africa\\G:C\\Southern Africa\\G:6Q\\Namibia|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:6Q\\Namibia|M:A9\\Country\\G:6Q\\Namibia
1384	TV Consumer Equipment	Industry	201257	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:45:19	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
1385	TV Infrastructure	Industry	201258	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:19	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1386	TV Marketing & Promotion	Industry	201259	0	ADVT	NULL	NULL	Advertising / Marketing	Business Sectors (RBSS)	B:93	NULL	2010-04-24 15:45:19	B:93\\Advertising &amp; Marketing (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1387	TV Programming	Industry	201260	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1388	TV Programming Syndication & Distribution	Industry	201261	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1389	TV Sports	Industry	201262	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1390	TV Stations	Industry	201263	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:19	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1391	Two-Way Radio	Industry	201264	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:45:19	B:177\\Telecommunications Services (TRBC)
1392	Typewriters	Industry	201265	0	OFCE	NULL	NULL	Office Equipment	Business Sectors (RBSS)	B:170	NULL	2010-04-24 15:45:19	B:170\\Office Equipment (TRBC)\\B:168\\Computers &amp; Office Equipment (TRBC)\\B:161\\Technology (TRBC)
1393	American Football	Subject	201266	1	AMER	NULL	NULL	American Football	Miscellaneous	M:5A	NULL	2010-04-24 15:45:19	M:5A\\American Football\\M:W\\Sport
1394	Nepal	Geography	100203	1	NP	NULL	NULL	Nepal	Geopolitical Unit	G:2J	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:W\\South Asia\\G:2J\\Nepal|M:A9\\Country\\G:2J\\Nepal
1395	American Football	Subject	201266	0	NFL	NULL	NULL	NFL American Football	Miscellaneous	M:7J	NULL	2010-04-24 15:45:19	M:7J\\NFL American Football\\M:5A\\American Football\\M:W\\Sport
1396	Netherlands	Geography	100204	1	NL	NULL	NULL	Netherlands	Geopolitical Unit	G:7K	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:A\\Europe\\G:3\\Western Europe\\G:AX\\Benelux\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AU\\EU 15\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AK\\European Union\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AL\\Eurozone\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:B9\\G20\\G:AK\\European Union\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AV\\MiFID\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AN\\NATO\\G:7K\\Netherlands|M:DQ\\Country Grouping\\G:AR\\OECD\\G:7K\\Netherlands|M:A9\\Country\\G:7K\\Netherlands
1397	Netherlands Antilles	Geography	100205	1	AN	NULL	NULL	Netherlands Antilles	Geopolitical Unit	G:A0	NULL	2010-04-24 15:45:19	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:R\\Caribbean\\G:A0\\Netherlands Antilles|M:A9\\Country\\G:A0\\Netherlands Antilles
1398	U.S. Thrift Industry	Industry	201267	0	FINS	NULL	NULL	Financials	Business Sectors (RBSS)	B:125	NULL	2010-04-24 15:45:19	B:125\\Financials (TRBC)
1399	Unassembled Furniture	Industry	201268	0	SOFA	NULL	NULL	Home Furnishing	Business Sectors (RBSS)	B:80	NULL	2010-04-24 15:45:19	B:80\\Home Furnishings (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
1400	Underwear	Industry	201269	0	WEAR	NULL	NULL	Apparel / Accessories	Business Sectors (RBSS)	B:84	NULL	2010-04-24 15:45:19	B:84\\Apparel &amp; Accessories (TRBC)\\B:82\\Textiles &amp; Apparel (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
1401	Unmanned Aerial Vehicles	Industry	201270	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:19	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
1402	Diseases - Upper Respiratory	Subject	201271	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:45:19	M:P\\Health / Medicine
1403	Gas - Upstream	Industry	201272	0	OILG	NULL	NULL	Oil / Gas	Business Sectors (RBSS)	B:5	NULL	2010-04-24 15:45:19	B:5\\Oil &amp; Gas (TRBC)\\B:2\\Energy (TRBC)
1404	Oil - Upstream	Industry	201273	0	OILG	NULL	NULL	Oil / Gas	Business Sectors (RBSS)	B:5	NULL	2010-04-24 15:45:19	B:5\\Oil &amp; Gas (TRBC)\\B:2\\Energy (TRBC)
1405	Urology	Industry	201274	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:19	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
1406	Utilities	Industry	201275	1	UTIL	NULL	NULL	Utilities	Business Sectors (RBSS)	B:181	NULL	2010-04-24 15:45:19	B:181\\Utilities (TRBC)
1407	Utilities Technology	Industry	201276	0	ENER	NULL	NULL	Energy	Business Sectors (RBSS)	B:2	NULL	2010-04-24 15:45:19	B:2\\Energy (TRBC)
1408	Telecommunications Services - Utility & Information Services	Industry	201277	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:45:20	B:177\\Telecommunications Services (TRBC)
1409	Software - Utility Software	Industry	201278	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:20	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
1410	Vaccines	Industry	201279	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:20	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
1411	Vacuum Cleaners	Industry	201280	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:45:20	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
1412	Value Added Network Services	Industry	201281	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:20	B:161\\Technology (TRBC)
1413	Valves	Industry	201282	0	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:45:20	B:35\\Industrial Goods (TRBC)
1414	Vascular Surgery	Industry	201283	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:20	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
1415	Veal	Industry	201284	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:20	B:107\\Food &amp; Beverages (TRBC)
1416	Vegetable Growing	Industry	201285	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:20	B:107\\Food &amp; Beverages (TRBC)
1417	Vegetable Juice	Industry	201286	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:20	B:107\\Food &amp; Beverages (TRBC)
1418	Vegetables Industry	Industry	201287	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:20	B:107\\Food &amp; Beverages (TRBC)
1419	Vegetarian Foods	Industry	201288	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:20	B:107\\Food &amp; Beverages (TRBC)
1420	Vehicle Navigation Systems	Industry	201289	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:20	B:161\\Technology (TRBC)
1421	Vending Machines	Industry	201290	0	RETS	NULL	NULL	Retail - Specialty	Business Sectors (RBSS)	B:206	NULL	2010-04-24 15:45:20	B:206\\Other Specialty Retailers (TRBC)\\B:98\\Retailers (TRBC)
1422	Ventilation	Industry	201291	0	HBHG	NULL	NULL	Homebuilding / Household Goods	Business Sectors (RBSS)		NULL	2010-04-24 15:45:20	NULL
1423	Veterinary Medicines	Industry	201292	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:20	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
1424	Veterinary Services	Industry	201293	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:20	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
1425	Video & Multimedia Conferencing	Industry	201294	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:20	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
1426	Video Boards	Industry	201295	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:20	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
1427	Video Cameras	Industry	201296	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:20	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1428	Software - Video Editing & Production	Industry	201297	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:20	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
1429	Video Recorders	Industry	201298	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:20	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
1430	Video Recording	Industry	201299	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:20	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
